#{"t_start": 1589046328.0579042, "env_id": null}
r,l,t
-1,20,480.881497
-7,10,480.966834
-2,9,481.086138
0,19,481.294682
0,19,481.5263
-3,22,481.720248
-1,12,481.860338
-1,16,482.025546
-3,22,482.222621
-1,20,482.418843
-3,12,482.538532
-3,16,482.688021
-1,22,482.899274
-6,13,483.012646
1,16,483.186905
-6,29,483.425095
-4,15,483.587381
-1,12,483.717116
-3,14,483.848186
-2,19,484.048457
0,19,484.248555
0,15,484.434872
0,15,484.592742
-1,18,484.765338
0,17,484.942704
-5,14,485.075393
0,13,485.219098
-6,21,485.392608
-1,12,485.524959
-4,15,485.670099
-7,14,485.776896
-1,12,485.912843
1,16,486.08302
-1,20,486.297344
1,22,486.533082
-7,24,486.715925
-4,23,486.91901
1,20,487.137369
1,16,487.31821
1,18,487.546739
1,18,487.747705
-7,26,487.962014
1,14,488.122041
2,19,488.330081
-1,12,488.474581
-3,12,488.592468
4,17,488.800847
1,16,488.978526
-2,13,489.107286
-5,18,489.26472
-5,26,489.49672
-1,14,489.649868
-2,23,489.863853
2,21,490.090999
-2,9,490.19989
-4,19,490.396436
-1,22,490.62635
2,19,490.840142
-1,12,490.976411
0,17,491.148486
-5,20,491.330098
3,18,491.538776
-3,16,491.702251
-1,12,491.829965
2,15,492.005966
-5,26,492.219928
0,11,492.347487
-6,21,492.575929
1,18,492.771944
-6,21,492.95971
-5,26,493.173597
-7,28,493.405181
0,11,493.540358
-5,14,493.661744
1,16,493.836954
0,13,493.988978
-1,10,494.105312
-1,16,494.27
1,16,494.45395
-1,16,494.619694
2,15,494.79677
-4,19,494.96396
-7,22,495.155934
-4,15,495.304696
0,13,495.453316
-4,11,495.581158
-2,19,495.763528
0,15,495.927121
-4,11,496.03287
1,12,496.190888
0,19,496.382926
-2,11,496.504222
-1,12,496.636631
-3,12,496.764604
3,14,496.943417
-4,7,497.03164
-5,8,497.124222
1,18,497.325623
0,15,497.491022
-4,15,497.633032
-2,19,497.832463
-3,18,498.037532
-2,15,498.188575
0,19,498.380468
-3,24,498.595636
-3,18,498.780777
-2,13,498.924186
0,13,499.082475
-1,20,499.313081
-4,17,499.464353
-4,19,499.669356
-1,14,499.819466
3,16,500.012046
-1,12,500.159223
-2,15,500.308448
-2,15,500.466636
-2,13,500.615999
-3,20,500.805937
-1,12,500.948834
-1,22,501.190121
1,14,501.357094
-4,17,501.506213
-4,19,501.683514
0,13,501.830673
0,17,502.00343
-1,12,502.140814
-2,19,502.343431
-4,19,502.525401
0,15,502.692881
1,16,502.867366
-6,23,503.047642
0,15,503.217885
1,16,503.399852
2,21,503.633624
-2,13,503.770286
-1,10,503.905569
-6,11,504.016163
-2,9,504.141503
0,11,504.273977
-2,13,504.415054
0,19,504.623765
-3,20,504.822212
1,14,504.993483
-1,20,505.194035
-3,12,505.316732
1,18,505.534853
-1,12,505.680743
2,13,505.846641
0,15,506.005493
1,18,506.200188
0,17,506.387062
0,23,506.623118
-2,15,506.770684
-3,16,506.921141
1,14,507.09202
0,19,507.291949
-6,25,507.492128
0,15,507.655609
-2,11,507.775739
-2,17,507.952688
5,18,508.17313
0,17,508.349341
-1,14,508.502695
-1,12,508.643661
-6,17,508.802364
0,13,508.955342
-3,20,509.13212
0,19,509.323092
0,17,509.513148
-1,20,509.744507
0,21,509.957168
-1,24,510.202038
-4,17,510.365344
-1,16,510.531754
-1,16,510.704585
-3,12,510.836227
0,19,511.047059
0,15,511.211693
-3,18,511.385269
0,13,511.536774
2,17,511.735111
-4,15,511.873911
1,14,512.037945
0,19,512.237228
1,16,512.426721
1,14,512.583093
0,21,512.792485
-1,18,512.967087
-1,14,513.136292
1,14,513.308333
-5,20,513.482337
-1,20,513.674341
-6,25,513.869968
-3,14,514.005589
0,13,514.159808
-2,17,514.339845
-1,14,514.506037
0,11,514.64091
-4,7,514.736789
-3,14,514.871123
-4,11,514.990302
0,11,515.134312
0,15,515.299185
2,15,515.486739
-1,12,515.63517
0,17,515.821821
-1,20,516.021274
-1,14,516.165942
-2,11,516.284044
-7,6,516.344798
1,12,516.491413
-3,12,516.606797
-3,16,516.757879
-2,13,516.891676
1,22,517.123184
-2,15,517.279216
-1,10,517.40446
-1,14,517.552213
2,13,517.707703
0,11,517.842012
-4,9,517.936543
3,18,518.145579
-1,12,518.284366
0,13,518.428181
-5,8,518.512804
1,18,518.702351
-2,11,518.820099
-1,22,519.029445
-2,19,519.205619
1,18,519.406835
0,15,519.586141
3,18,519.794615
1,14,519.960669
-2,9,520.063257
-3,8,520.171629
0,15,520.336546
2,15,520.510169
-2,17,520.668992
-1,14,520.832393
-1,14,520.9933
2,19,521.202423
-2,11,521.331633
-3,18,521.513269
1,16,521.688728
1,14,521.845704
-2,19,522.020286
-3,20,522.201081
0,13,522.351284
-3,16,522.509148
-3,10,522.628593
-1,10,522.754273
-1,14,522.902399
-3,16,523.058046
2,13,523.219654
0,15,523.383399
1,16,523.563115
-1,14,523.70934
0,19,523.917173
2,21,524.15169
0,15,524.323236
1,12,524.469997
-1,16,524.633424
1,14,524.802494
0,17,524.982467
0,23,525.244276
1,14,525.418187
1,16,525.596082
2,19,525.83317
1,16,526.027212
0,13,526.193478
-1,12,526.337116
0,19,526.552012
-3,10,526.663487
-7,8,526.735562
-1,16,526.912304
3,14,527.086768
3,18,527.306762
-1,14,527.471047
0,17,527.650219
-1,16,527.822246
-2,11,527.971704
-3,8,528.073328
-2,15,528.237903
0,15,528.407603
-2,17,528.608661
0,15,528.764686
2,17,528.979197
2,13,529.156593
0,11,529.301087
3,16,529.500234
0,13,529.673562
-1,14,529.879755
3,16,530.075429
1,12,530.290868
0,19,530.487779
-3,12,530.622282
1,20,530.837913
-5,22,531.015737
0,11,531.15398
0,19,531.356706
-1,12,531.494427
0,11,531.649514
0,13,531.798086
-2,11,531.932132
1,14,532.10228
-1,14,532.252897
0,13,532.412049
3,18,532.631104
1,16,532.81674
1,22,533.045647
2,19,533.273886
3,16,533.465765
0,17,533.655524
0,15,533.825903
-2,19,534.028077
-5,14,534.178272
1,18,534.377191
0,13,534.529865
-1,16,534.698089
0,23,534.927264
0,17,535.103788
-2,15,535.259008
2,23,535.524614
0,11,535.654494
-2,13,535.78869
1,16,535.970059
-2,17,536.140328
-6,25,536.337192
-3,16,536.508065
0,19,536.712943
-1,14,536.863769
-3,14,537.016336
-1,16,537.183615
1,20,537.41131
-2,13,537.545851
2,17,537.750108
2,17,537.943709
1,20,538.153477
0,15,538.32056
2,15,538.492951
2,17,538.74656
1,12,538.891809
-2,13,539.026403
0,17,539.204553
-2,11,539.330688
1,16,539.513052
2,15,539.700551
1,24,539.949842
3,22,540.201564
5,16,540.407478
-3,10,540.517939
2,15,540.69026
-1,18,540.874782
2,23,541.118762
-2,17,541.284632
1,18,541.482313
3,14,541.66229
-2,17,541.827348
-15,34,542.064472
-4,23,542.267121
-1,16,542.455501
-1,12,542.594376
-1,22,542.80878
-3,24,543.026958
0,15,543.189973
-2,13,543.325008
0,17,543.512267
4,19,543.741527
0,17,543.942396
-2,17,544.133314
-3,24,544.405259
4,15,544.611353
-4,21,544.805184
4,17,545.032224
-4,7,545.112863
0,17,545.317359
1,12,545.485728
1,16,545.673272
0,15,545.836029
0,19,546.049574
-1,18,546.230515
0,19,546.444878
0,21,546.6586
-1,20,546.864783
-2,21,547.055516
1,20,547.278496
-2,15,547.474725
4,19,547.719332
-1,12,547.855213
0,13,548.005036
2,13,548.174306
-1,16,548.34616
0,17,548.536371
1,16,548.721331
0,17,548.903016
0,15,549.057997
-2,21,549.251356
-1,12,549.391253
0,17,549.585342
-1,10,549.714376
-2,19,549.904463
-4,13,550.031164
3,16,550.218464
-2,17,550.384279
-3,10,550.502473
0,13,550.664752
2,17,550.865924
0,19,551.05931
0,19,551.252081
1,20,551.459764
2,21,551.684925
2,17,551.890609
-2,19,552.067442
1,14,552.233882
1,12,552.388552
-7,30,552.630816
1,16,552.812594
1,20,553.041125
0,11,553.179225
0,15,553.343414
2,13,553.521823
2,17,553.719747
-2,17,553.879233
-2,13,554.022423
-7,10,554.107058
-7,24,554.306884
-3,12,554.440464
1,22,554.687118
-1,12,554.830445
0,13,555.004059
2,21,555.233365
0,21,555.443805
-1,18,555.64568
0,15,555.806247
-2,11,555.930724
1,12,556.080211
-5,20,556.25259
5,16,556.461314
-5,26,556.673568
-6,25,556.877503
3,20,557.111754
0,13,557.262912
2,15,557.447637
-3,22,557.646475
-1,20,557.857074
3,18,558.077919
0,21,558.2924
1,14,558.467025
1,18,558.660685
0,19,558.864285
-1,14,559.014888
2,17,559.214393
1,16,559.39248
3,16,559.591872
-2,17,559.75605
2,15,559.938183
1,20,560.160485
3,18,560.368532
0,13,560.518082
-1,14,560.672103
0,13,560.82495
-1,22,561.062903
-3,16,561.213778
1,20,561.428269
-1,20,561.621287
-3,12,561.742237
2,19,561.959874
4,15,562.154415
3,16,562.354419
2,19,562.577715
-2,11,562.706657
3,22,562.95246
-1,16,563.123451
1,16,563.312436
1,14,563.490582
1,16,563.683548
4,15,563.880683
0,19,564.09083
0,19,564.27707
-5,26,564.525035
1,14,564.689649
1,16,564.86457
1,14,565.027565
-3,18,565.187058
-3,12,565.31993
0,19,565.514767
1,18,565.70351
0,11,565.844026
0,13,565.989338
-2,19,566.168975
5,17,566.392775
-5,30,566.654415
-5,16,566.983837
1,16,567.454797
2,19,567.720902
4,15,567.942202
5,22,568.245341
0,17,568.454962
1,18,568.659247
-1,12,568.84228
1,12,568.992692
-1,16,569.157421
5,16,569.378981
0,17,569.567555
-1,20,569.783121
0,21,570.004608
0,17,570.197143
1,24,570.460593
-1,18,570.656705
3,14,570.847983
1,16,571.056168
1,20,571.284962
-2,15,571.453793
-2,21,571.653199
3,18,571.873333
2,17,572.072536
-4,7,572.15776
-1,10,572.281947
1,14,572.469052
-1,12,572.60917
3,18,572.836411
-1,18,573.023579
1,20,573.274764
2,15,573.465818
-1,24,573.697384
1,16,573.877496
1,14,574.046767
0,17,574.232928
-1,14,574.387798
-4,27,574.645178
1,14,574.815574
2,15,575.00732
4,17,575.243142
2,21,575.481218
0,21,575.722176
0,15,575.895638
4,17,576.102569
2,21,576.329422
-2,11,576.470033
2,13,576.642536
-4,29,576.896922
0,17,577.072291
0,19,577.268193
-1,18,577.454035
1,22,577.685242
0,13,577.84602
-2,19,578.041428
-1,22,578.260848
0,15,578.42427
-2,11,578.548688
3,16,578.745193
-2,19,578.9434
-2,17,579.125473
-1,24,579.351632
-1,24,579.585571
2,15,579.765809
-1,14,579.921931
0,17,580.096908
3,18,580.305848
2,13,580.482138
-1,14,580.640499
0,13,580.782918
2,13,580.955153
-2,15,581.105738
1,12,581.251793
3,18,581.481117
2,17,581.690227
2,17,581.894818
0,15,582.073358
0,17,582.255215
-1,18,582.438839
-1,16,582.611345
2,21,582.840655
2,19,583.048768
0,11,583.182754
-1,16,583.341788
0,15,583.503527
3,18,583.733248
-2,17,583.903445
0,17,584.088847
-8,31,584.342698
1,12,584.489721
2,15,584.673142
0,17,584.864454
-3,18,585.064765
-4,19,585.270804
1,18,585.476243
1,16,585.6577
-3,27,585.887408
0,23,586.116583
4,15,586.305934
0,13,586.453428
-1,22,586.6644
2,15,586.839961
1,12,586.986661
0,11,587.127349
-1,18,587.317431
2,13,587.479094
1,16,587.67226
3,14,587.859378
-1,16,588.043637
-3,16,588.203562
3,16,588.391693
1,16,588.574376
3,18,588.785931
1,14,588.947071
-3,22,589.148548
2,17,589.348252
2,17,589.544252
3,16,589.740305
5,18,589.974283
-1,14,590.134194
2,21,590.372208
1,18,590.573636
3,18,590.787096
0,13,590.943625
3,18,591.156958
2,17,591.357979
0,21,591.604368
2,17,591.795558
2,19,592.001883
-3,16,592.163033
3,22,592.426868
-1,10,592.546143
3,20,592.789122
2,17,592.987884
-2,15,593.155327
0,17,593.340341
-2,17,593.517706
-3,8,593.616918
2,15,593.797024
0,11,593.930007
2,15,594.105431
-1,16,594.292945
0,13,594.443581
2,13,594.615249
2,15,594.79681
-1,10,594.917233
1,14,595.081417
0,19,595.27285
-4,13,595.398681
2,15,595.579873
-7,4,595.631393
3,18,595.839985
3,20,596.069351
1,18,596.276748
2,13,596.447545
-1,20,596.656294
2,15,596.829061
0,17,597.009706
-2,25,597.236455
2,15,597.437731
-1,26,597.719477
-1,14,597.88422
1,14,598.048903
1,18,598.248619
-1,16,598.413319
-4,19,598.577712
1,16,598.762816
0,21,598.976337
0,23,599.204753
0,19,599.392863
0,17,599.585376
2,17,599.779089
2,15,599.96582
2,17,600.157595
1,14,600.316349
2,15,600.506191
3,14,600.693236
1,18,600.889075
-6,25,601.103323
-4,9,601.196027
2,19,601.431626
1,16,601.605776
-4,17,601.758516
2,17,601.96973
0,15,602.129731
0,19,602.323432
4,17,602.524104
-6,29,602.779138
2,15,602.958487
1,12,603.108688
2,15,603.296849
3,20,603.523413
2,17,603.722873
-2,25,604.018797
0,19,604.241238
4,15,604.448759
3,20,604.684083
2,15,604.866984
-2,15,605.012522
1,14,605.177355
2,19,605.386821
4,17,605.594998
1,20,605.818136
1,14,605.98444
1,22,606.213484
-2,25,606.446883
2,19,606.657051
0,11,606.793899
1,14,606.951046
2,17,607.139605
1,18,607.348802
3,16,607.537204
1,14,607.715557
4,17,607.92488
-1,18,608.11193
3,18,608.321748
1,22,608.547521
1,22,608.781355
5,16,608.984663
4,17,609.195857
3,20,609.422853
1,18,609.619603
-2,23,609.842069
-2,9,609.951511
0,15,610.125631
1,16,610.318486
0,11,610.446671
0,21,610.686746
3,22,610.929119
1,20,611.138312
1,22,611.368724
3,18,611.587583
1,16,611.775869
2,17,611.986543
2,15,612.173437
2,15,612.352048
2,21,612.592684
0,21,612.801508
2,13,612.966179
2,17,613.15807
1,20,613.38374
3,16,613.567975
0,11,613.696385
4,19,613.922225
-2,17,614.099027
-1,20,614.290105
0,17,614.468893
0,19,614.688301
3,16,614.88924
-1,16,615.072685
-1,10,615.193977
-1,14,615.337259
2,17,615.544297
-1,16,615.711845
0,15,615.878188
1,18,616.067152
-3,12,616.197628
0,17,616.376647
4,15,616.565944
2,13,616.723858
1,18,616.920236
2,21,617.146049
2,21,617.371735
1,16,617.556176
2,19,617.803582
3,20,618.026165
5,18,618.249068
6,19,618.487255
-4,7,618.569749
-1,16,618.729938
5,18,618.95604
-1,18,619.134847
3,20,619.358861
0,13,619.50668
0,19,619.700396
2,19,619.911797
0,15,620.087594
3,16,620.288851
-1,12,620.421395
0,15,620.586429
3,18,620.791122
-2,15,620.942213
1,20,621.181487
-4,25,621.395788
1,18,621.594804
4,21,621.835591
2,13,621.994911
0,19,622.187908
3,14,622.36699
5,18,622.58807
4,17,622.799649
2,17,623.00553
1,20,623.214727
1,16,623.387778
0,15,623.548976
3,18,623.758543
2,13,623.928662
3,16,624.116894
3,18,624.325394
-1,16,624.489642
3,14,624.658995
-3,22,624.856536
1,20,625.07548
-1,22,625.28619
4,19,625.513109
2,15,625.694155
1,20,625.89965
1,20,626.108582
3,14,626.28155
3,14,626.456322
1,22,626.683704
1,18,626.892118
3,20,627.124029
0,19,627.320753
3,16,627.520307
2,19,627.726545
3,18,627.937503
3,18,628.14177
-1,16,628.309563
3,20,628.539638
0,15,628.706889
-6,29,628.968718
5,20,629.210813
-1,18,629.386192
3,16,629.58584
1,16,629.772685
0,23,629.999889
3,16,630.20437
2,21,630.430001
1,16,630.618065
0,15,630.783304
2,13,630.954624
0,13,631.106717
2,21,631.332972
5,20,631.575588
-2,25,631.803262
2,17,632.000716
0,21,632.223279
0,17,632.416185
3,18,632.62541
0,23,632.857952
1,14,633.025138
5,18,633.269196
1,18,633.475295
3,16,633.672312
-2,27,633.923522
1,14,634.091799
5,16,634.303717
2,19,634.51336
4,17,634.727887
3,16,634.95648
2,21,635.182994
1,18,635.382961
3,18,635.593354
-2,27,635.848879
1,20,636.06881
-1,16,636.242649
4,17,636.457546
5,20,636.696463
1,20,636.912288
3,20,637.134129
2,17,637.323535
1,16,637.507548
4,15,637.69403
2,17,637.891383
4,19,638.129615
3,22,638.374854
1,22,638.598803
-2,11,638.726327
4,19,638.953253
3,16,639.158817
0,13,639.308718
-2,23,639.521282
1,18,639.716427
0,13,639.864172
1,12,640.023326
3,20,640.243809
3,18,640.447959
4,17,640.660077
1,22,640.882491
-7,22,641.05519
4,19,641.280278
1,20,641.498741
2,15,641.706218
2,23,641.953658
1,12,642.103272
1,18,642.294683
0,17,642.471263
5,18,642.70266
-3,14,642.832625
5,16,643.038124
2,19,643.260477
5,18,643.493435
2,19,643.713731
1,12,643.860193
5,18,644.084204
-1,26,644.334161
1,14,644.506607
3,20,644.743567
4,17,644.961747
2,19,645.172468
1,20,645.387949
4,15,645.607517
4,15,645.807494
0,23,646.087775
0,21,646.304812
3,18,646.53262
0,13,646.695987
6,17,646.930416
2,15,647.113471
4,19,647.331979
0,17,647.511418
1,18,647.716339
0,21,647.942568
0,19,648.179335
0,19,648.378345
1,16,648.562277
1,12,648.707754
0,19,648.914978
4,19,649.159537
2,23,649.407654
0,21,649.647043
1,20,649.87927
2,15,650.054173
4,15,650.243753
2,15,650.416505
0,23,650.653259
5,18,650.92252
3,14,651.102952
2,13,651.273202
3,18,651.481863
0,21,651.694441
-4,25,651.911466
1,22,652.158534
0,21,652.371483
-2,15,652.526122
1,18,652.728175
1,16,652.950085
0,13,653.109815
1,18,653.321291
3,18,653.532349
-4,27,653.77802
3,16,654.036505
1,14,654.207114
3,14,654.441317
1,12,654.594135
0,19,654.794307
0,19,655.00887
3,16,655.225102
2,21,655.483509
3,22,655.73277
0,15,655.900946
3,14,656.082501
0,21,656.318989
4,17,656.539685
2,19,656.762152
3,16,656.95736
0,19,657.168794
4,19,657.392663
3,16,657.601967
3,16,657.811307
1,20,658.030823
-2,17,658.205746
2,17,658.408211
2,15,658.600341
2,15,658.802269
3,18,659.013494
-2,15,659.162068
2,17,659.362696
3,18,659.568133
1,14,659.77424
1,14,659.965345
-2,21,660.170962
-2,13,660.306475
-1,22,660.517859
4,17,660.726297
3,16,660.914637
0,19,661.122165
4,17,661.342347
1,14,661.508731
3,14,661.69027
-1,22,661.917897
2,13,662.077551
1,12,662.225331
3,18,662.431216
1,18,662.619569
0,15,662.781496
1,18,662.984469
3,18,663.196981
2,15,663.379786
0,21,663.620383
4,17,663.83216
1,14,663.993212
4,17,664.204981
4,17,664.421986
0,17,664.604216
-1,10,664.728828
2,17,664.968256
4,17,665.183199
0,19,665.385714
1,16,665.569181
1,20,665.846724
3,16,666.041196
1,14,666.222748
0,13,666.376613
1,14,666.546261
3,20,666.772106
-2,15,666.924641
3,18,667.150675
1,22,667.396111
1,20,667.604565
2,21,667.832294
1,14,667.992833
1,16,668.189457
4,19,668.424671
2,15,668.602071
1,16,668.78677
3,14,668.968879
2,15,669.150438
3,16,669.347504
-1,14,669.499622
3,18,669.709817
5,16,669.914804
0,21,670.132391
2,21,670.37395
3,18,670.59831
0,19,670.796563
2,21,671.029526
3,16,671.230426
0,21,671.452247
3,16,671.65469
2,19,671.869536
1,14,672.035963
2,19,672.270513
0,23,672.531501
3,14,672.713298
3,18,672.934101
4,20,673.215647
0,17,673.426814
3,18,673.675622
1,20,673.915424
1,22,674.164583
3,20,674.392037
1,18,674.59835
-2,9,674.707032
2,19,674.91606
4,17,675.125783
-2,23,675.374916
3,14,675.586596
5,18,675.813219
3,20,676.034641
1,14,676.192096
0,23,676.422138
-2,15,676.586029
1,24,676.868387
-1,10,676.991421
3,20,677.220281
3,14,677.402255
5,16,677.61484
4,17,677.879484
2,17,678.073067
5,16,678.280685
4,21,678.522911
1,18,678.785234
2,17,678.999029
1,16,679.203509
3,14,679.387932
0,23,679.616555
2,23,679.862224
4,19,680.085756
5,18,680.311895
3,16,680.498322
3,18,680.70725
1,14,680.880158
2,21,681.126165
5,18,681.354755
0,23,681.602273
1,20,681.832104
2,23,682.073411
1,18,682.269027
2,19,682.478536
1,24,682.731577
4,21,683.02422
1,20,683.242605
5,18,683.473652
0,17,683.677941
2,21,683.935949
3,22,684.239526
0,21,684.451709
5,18,684.680798
-2,25,684.925775
2,17,685.148427
3,22,685.396692
3,14,685.57506
3,16,685.766113
3,22,686.01483
1,14,686.18149
2,23,686.47569
1,16,686.666314
4,15,686.869043
5,18,687.10187
-2,23,687.312477
5,18,687.539826
4,21,687.778378
4,17,687.993004
5,18,688.261345
2,21,688.503396
0,15,688.675641
2,19,688.894862
3,22,689.143755
0,23,689.384749
-1,18,689.577357
1,16,689.767383
0,17,689.95526
4,17,690.213958
5,18,690.450595
3,18,690.70716
1,24,690.968335
1,20,691.201087
2,21,691.422711
3,18,691.641773
2,17,691.832715
3,18,692.059175
-3,28,692.335703
-2,25,692.570729
5,18,692.794014
5,18,693.02108
5,20,693.263464
2,15,693.45165
5,18,693.672216
3,20,693.89844
4,19,694.125885
5,20,694.370115
3,20,694.589569
2,17,694.78252
0,21,694.993552
1,24,695.242957
3,20,695.468385
5,18,695.695311
2,15,695.870034
-1,26,696.116696
0,21,696.342063
3,16,696.533966
3,18,696.753006
3,20,696.998688
1,16,697.173224
2,15,697.354589
5,18,697.578202
-1,24,697.830045
4,15,698.022672
1,20,698.229966
0,21,698.440524
2,13,698.605455
5,16,698.816096
1,14,698.978525
1,18,699.169083
-5,30,699.419256
1,22,699.667657
4,19,699.901454
3,14,700.073825
1,20,700.303118
-4,25,700.534696
-1,24,700.771294
3,22,701.012173
4,15,701.20162
-2,25,701.439183
4,21,701.692552
3,18,701.945178
1,18,702.148228
3,18,702.371336
3,20,702.613495
1,22,702.862553
5,18,703.087203
3,18,703.298941
2,19,703.514785
0,15,703.676862
6,17,703.902234
5,16,704.112528
-7,30,704.359926
1,20,704.584665
2,13,704.746889
2,15,704.923519
1,16,705.107777
4,21,705.356778
0,15,705.522487
5,18,705.745703
-1,16,705.922849
1,12,706.065735
2,19,706.284178
4,19,706.519487
4,19,706.746915
0,17,706.930686
0,11,707.063728
4,15,707.262812
2,17,707.453083
5,16,707.660549
1,16,707.835707
5,16,708.04499
-2,25,708.284739
1,16,708.48744
3,16,708.676608
5,18,708.922311
0,15,709.088767
2,13,709.24952
2,17,709.439032
1,18,709.633434
3,18,709.840758
2,17,710.030798
0,11,710.16657
-1,22,710.398768
5,20,710.639176
2,17,710.828794
4,17,711.034259
4,15,711.227404
-1,12,711.35813
2,15,711.538376
5,18,711.765571
4,21,712.007516
1,16,712.179444
3,14,712.362527
5,18,712.581262
3,14,712.755518
4,19,712.982025
5,20,713.226969
1,18,713.420162
3,18,713.631034
2,23,713.882282
0,19,714.076367
3,18,714.285232
4,19,714.508955
1,14,714.687619
0,21,714.895698
2,21,715.119093
0,15,715.283783
4,19,715.518459
5,18,715.740609
5,16,715.947848
2,17,716.144749
2,17,716.345921
2,17,716.547224
4,15,716.756134
1,16,716.955077
2,17,717.150205
5,20,717.394849
5,20,717.634839
3,20,717.876357
1,14,718.038867
-2,21,718.253833
5,18,718.473863
3,16,718.691139
2,17,718.891446
-1,24,719.142828
1,18,719.343392
0,25,719.593741
2,23,719.846749
3,14,720.031489
3,16,720.228073
6,19,720.464293
3,14,720.642842
2,21,720.871123
2,19,721.095452
3,14,721.272501
3,16,721.470179
5,16,721.673651
3,20,721.90014
3,20,722.149618
2,23,722.396546
2,19,722.607369
4,19,722.832988
4,17,723.045701
1,20,723.285954
6,17,723.512158
5,18,723.736244
4,17,723.960425
4,19,724.18474
5,18,724.416294
2,15,724.599842
1,20,724.811913
-1,24,725.061096
3,16,725.262421
3,16,725.46772
3,16,725.656248
3,18,725.876633
5,18,726.09991
2,20,726.310972
3,16,726.521885
7,18,726.765585
3,18,726.972888
4,19,727.200981
3,20,727.428282
5,16,727.635735
4,19,727.855694
6,19,728.095993
5,18,728.336666
4,15,728.532543
3,14,728.721777
4,17,728.956079
5,20,729.220162
4,19,729.446158
2,19,729.809173
6,17,730.063178
2,17,730.282058
1,18,730.570337
0,17,730.826017
3,20,731.123417
4,19,731.432626
5,18,731.768071
7,18,732.093267
2,15,732.381142
0,25,732.711619
1,22,733.04979
2,15,733.326255
-2,9,733.504076
3,14,733.734068
3,18,734.053943
3,20,734.31232
2,15,734.514357
5,18,734.76091
4,19,735.021764
1,20,735.344047
2,21,735.605639
3,20,735.839298
3,20,736.076561
3,18,736.313584
3,18,736.539987
5,16,736.769867
4,17,737.024808
2,19,737.276927
7,18,737.578456
3,18,737.80617
3,16,738.007577
5,16,738.231857
3,22,738.4892
4,19,738.739569
0,17,738.965542
4,17,739.222434
0,25,739.504502
4,21,739.824643
2,23,740.169322
2,21,740.482374
2,19,740.729928
3,20,740.968672
2,13,741.161918
2,23,741.432867
-1,20,741.640815
3,22,741.900103
3,18,742.127599
5,16,742.337596
4,15,742.533973
2,19,742.747868
3,14,742.934034
6,17,743.1627
3,22,743.41782
3,18,743.633781
3,18,743.864655
1,20,744.105879
4,17,744.361875
4,21,744.624164
4,17,744.836664
3,16,745.050494
3,20,745.39206
4,17,745.745603
0,15,745.960772
3,22,746.353765
5,18,746.685462
3,14,746.957044
4,21,747.23329
-1,14,747.411686
6,19,747.670013
4,15,747.876336
3,22,748.130015
4,19,748.371025
4,21,748.625576
4,17,748.847402
4,21,749.104113
4,17,749.328045
4,17,749.543389
2,23,749.799079
2,17,750.023577
4,21,750.288617
5,18,750.513333
3,16,750.714225
6,17,750.945316
6,17,751.176396
0,25,751.449389
5,22,751.734656
1,22,751.961333
5,18,752.18355
5,18,752.42386
1,16,752.613909
2,19,752.85237
4,21,753.110418
4,17,753.348354
5,18,753.58155
3,20,753.812068
4,21,754.075384
3,20,754.307355
4,21,754.570188
-1,12,754.710938
5,18,754.951805
5,18,755.177863
-2,9,755.28473
4,19,755.515578
2,23,755.785249
5,20,756.053014
2,19,756.301553
3,18,756.513035
5,18,756.741967
2,21,756.967306
0,23,757.19413
3,18,757.408903
3,20,757.640065
2,21,757.876579
5,18,758.109726
5,18,758.348291
1,22,758.573462
3,16,758.769263
3,16,758.963904
5,18,759.200919
3,14,759.386789
3,14,759.563426
5,18,759.792429
4,17,760.003556
1,22,760.229664
5,20,760.472678
3,18,760.692875
1,12,760.847437
2,21,761.080637
3,16,761.276194
5,18,761.524355
5,16,761.755378
4,21,762.007984
6,17,762.240796
-5,28,762.483009
1,20,762.708421
6,17,762.941148
3,20,763.179084
4,19,763.414667
5,18,763.66592
3,18,763.892771
-2,27,764.14803
3,18,764.358238
4,17,764.578068
3,18,764.791984
3,20,765.036963
5,18,765.265405
1,22,765.49473
1,14,765.66203
6,17,765.895609
4,19,766.136941
4,15,766.349133
4,15,766.559969
5,20,766.816162
1,22,767.054381
2,17,767.260542
2,19,767.4924
4,15,767.728963
3,20,767.957516
5,20,768.205499
5,16,768.41974
4,21,768.663239
5,18,768.894793
3,18,769.102133
1,18,769.306109
4,17,769.534147
1,18,769.743956
5,20,769.996016
3,20,770.239245
4,19,770.469193
4,21,770.721988
2,19,770.941598
3,20,771.207754
7,18,771.470902
4,19,771.715209
0,11,771.853005
2,21,772.078879
4,23,772.348063
3,16,772.564404
2,19,772.791336
5,20,773.044766
-1,16,773.256144
6,19,773.50268
-1,20,773.761147
4,19,774.141355
4,19,774.488387
-1,18,774.708954
5,16,774.942943
3,20,775.190228
2,15,775.379421
5,16,775.602744
4,17,775.807772
6,19,776.050863
4,15,776.248653
-2,17,776.420248
4,15,776.612923
5,18,776.835178
3,14,777.023733
1,14,777.19142
1,18,777.403951
2,17,777.600845
4,17,777.819902
4,17,778.034748
5,16,778.243547
3,20,778.469097
2,23,778.726396
3,20,778.95359
2,17,779.153602
3,18,779.360507
6,17,779.582122
3,16,779.781528
2,21,780.006417
3,20,780.250797
3,18,780.47911
4,17,780.693682
5,18,780.914134
1,20,781.147289
2,19,781.358453
